Name,Description,Size,Script: On Execute,Gadget,Slots,NEED TOTAL?,Colour,Upgrade,Weaken,Alternate Status Trigger,SFX,Uses?,Cast Backwards?,Single use?,Tags,Witch Spell,Script: Before Combat,Script: After Combat,Script: Before Start Turn,Script: On Start Turn,Script: On any equipment use,Script: On any countdown reduce,Script: End Turn,Script: Before execute,Script: On Snap,Script: On Fury,Script: On Dodge
Snail Bat_upgraded,Deal [sword]<double> damage|(Unlocks after turn 3),2,attack(d*2); sfxdamage(target[;]d*2);,Whacksies,NORMAL,,RED,,,,none,0,NO,NO,excludefromrandomlists,,,,if(turn == 2){e.availablethisturn=false; e.unavailabledetails=[~Unlocks in 1 more turn~];}else if(turn < 3){ e.availablethisturn=false; e.unavailabledetails=[~Unlocks in ~+(3-turn)+~ more turns~];}else if(turn == 3){e.availablethisturn=false; e.unavailabledetails=[~Unlocking...~];};,if(turn == 3){ e.animate(~flashandshake~); sfx(~upgradeequipment~); e.availablethisturn=true; };,,,,,,,
Snail Bat_downgraded,Deal [sword]<d6> damage,2,attack(d); sfxdamage(target[;]d);,Whacksies,NORMAL,,RED,,,,none,0,NO,NO,excludefromrandomlists,,,,if(turn == 3){e.availablethisturn=false; e.unavailabledetails=[~Unlocks in 1 more turn~];}else if(turn < 4){ e.availablethisturn=false; e.unavailabledetails=[~Unlocks in ~+(4-turn)+~ more turns~];}else if(turn == 4){e.availablethisturn=false; e.unavailabledetails=[~Unlocking...~];};,if(turn == 4){ e.animate(~flashandshake~); sfx(~upgradeequipment~); e.availablethisturn=true; };,,,,,,,
Grandfather Clock,[sword]10 damage[;] countdown|reduces by 3 each turn,1,attack(10); sfxdamage(target[;]10);,Accelerate,COUNTDOWN,20,RED,change_power,change_power,,none,0,NO,NO,,,,,,givedice(3); e.assigndice(self.dicepool[self.dicepool.length-1]);,,,,,,,
Grandfather Clock_upgraded,[sword]10 damage[;] countdown|reduces by 5 each turn,1,attack(10); sfxdamage(target[;]10);,Accelerate,COUNTDOWN,20,RED,,,,none,0,NO,NO,,,,,,givedice(5); e.assigndice(self.dicepool[self.dicepool.length-1]);,,,,,,,
Grandfather Clock_downgraded,[sword]5 damage[;] countdown|reduces by 3 each turn,1,attack(5); sfxdamage(target[;]5);,Accelerate,COUNTDOWN,20,RED,,,,none,0,NO,NO,,,,,,givedice(3); e.assigndice(self.dicepool[self.dicepool.length-1]);,,,,,,,
Jade Blade,Deal [sword]<d6> damage|(Enemy gets [thorns]1 each turn),2,attack(d); sfxdamage(target[;]d);,Pinprick,MAX5|FREE3,,RED,change_power,change_power,,none,0,NO,NO,excludefromrandomlists,,,,,inflict(THORNS); e.animate(~flashandshake~); sfx(~_thorns~);,,,,,,,
Jade Blade_upgraded,Deal [sword]<d6> damage|(Enemy gets [thorns]1 each turn),2,attack(d); sfxdamage(target[;]d);,Pinprick,MAX5|FREE5,,RED,,,,none,0,NO,NO,excludefromrandomlists,,,,,inflict(THORNS); e.animate(~flashandshake~); sfx(~_thorns~);,,,,,,,
Jade Blade_downgraded,Deal [sword]<d6> damage|(Enemy gets [thorns]1 each turn),2,attack(d); sfxdamage(target[;]d);,Pinprick,MAX5,,RED,,,,none,0,NO,NO,excludefromrandomlists,,,,,inflict(THORNS); e.animate(~flashandshake~); sfx(~_thorns~);,,,,,,,
Backup Drive,Gain [shield]2 shield|on errors,1,inflictself(SHIELD[;]2); sfx(~_shield~);,Barricade,,,ORANGE,change_power,change_power,,,0,YES,NO,excludefromrandomlists|errorimmune|robotonly,,,,e.setvar(~error~[;]0); e.changecolour(~ORANGE~);,,if (e.availablethisturn && e.ready && e.shockedsetting == 0 && self.roll_total >= self.roll_target && self.roll_jackpot <= 0 && e.getvar(~error~) == 0) { e.setvar(~error~[;]1); e.animate(~flashandshake~); e.doequipmentaction(self[;]target[;]0[;][][;]0[;]true); };,,,,,,
Backup Drive_upgraded,Gain excess CPU as|[shield] shield on errors,1,inflictself(SHIELD[;]self.roll_realtotal-self.roll_target); sfx(~_shield~);,Barricade,,,ORANGE,,,,,0,YES,NO,excludefromrandomlists|errorimmune|robotonly,,,,e.setvar(~error~[;]0); e.changecolour(~ORANGE~);,,if (e.availablethisturn && e.ready && e.shockedsetting == 0 && self.roll_total >= self.roll_target && self.roll_jackpot <= 0 && e.getvar(~error~) == 0) { e.setvar(~error~[;]1); e.animate(~flashandshake~); e.doequipmentaction(self[;]target[;]0[;][][;]0[;]true); };,,,,,,
Backup Drive_downgraded,Gain [shield]1 shield|on errors,1,inflictself(SHIELD[;]1); sfx(~_shield~);,Barricade,,,ORANGE,,,,,0,YES,NO,excludefromrandomlists|errorimmune|robotonly,,,,e.setvar(~error~[;]0); e.changecolour(~ORANGE~);,,if (e.availablethisturn && e.ready && e.shockedsetting == 0 && self.roll_total >= self.roll_target && self.roll_jackpot <= 0 && e.getvar(~error~) == 0) { e.setvar(~error~[;]1); e.animate(~flashandshake~); e.doequipmentaction(self[;]target[;]0[;][][;]0[;]true); };,,,,,,
Overconfidence,Deal [sword]5 damage|on jackpot,1,attack(5); sfxdamage(target[;]5);,Plasma Gun,,,RED,change_power,change_power,,none,0,NO,NO,excludefromrandomlists|robotonly|shockavoid,,,,e.setvar(~jackpot~[;]0); e.changecolour(~RED~);,,if (e.availablethisturn && e.ready && e.shockedsetting == 0 && self.roll_jackpot > 0 && e.getvar(~jackpot~) == 0) { e.setvar(~jackpot~[;]1); e.doequipmentaction(self[;]target[;]1[;][][;]0[;]true); };,,,,,,
Overconfidence_upgraded,Deal [sword]7 damage|on jackpot,1,attack(7); sfxdamage(target[;]7);,Plasma Gun,,,RED,,,,none,0,NO,NO,excludefromrandomlists|robotonly|shockavoid,,,,e.setvar(~jackpot~[;]0); e.changecolour(~RED~);,,if (e.availablethisturn && e.ready && e.shockedsetting == 0 && self.roll_jackpot > 0 && e.getvar(~jackpot~) == 0) { e.setvar(~jackpot~[;]1); e.doequipmentaction(self[;]target[;]1[;][][;]0[;]true); };,,,,,,
Overconfidence_downgraded,Deal [sword]3 damage|on jackpot,1,attack(3); sfxdamage(target[;]3);,Plasma Gun,,,RED,,,,none,0,NO,NO,excludefromrandomlists|robotonly|shockavoid,,,,e.setvar(~jackpot~[;]0); e.changecolour(~RED~);,,if (e.availablethisturn && e.ready && e.shockedsetting == 0 && self.roll_jackpot > 0 && e.getvar(~jackpot~) == 0) { e.setvar(~jackpot~[;]1); e.doequipmentaction(self[;]target[;]1[;][][;]0[;]true); };,,,,,,
Superconductor,Deal [sword]<triple> damage|(Unlocks on jackpot),1,attack(d*3); sfxdamage(target[;]d*3);,Plasma Gun,MAX4,,YELLOW,change_power,change_power,,none,0,NO,NO,excludefromrandomlists|robotonly|shockavoid,,,,if(e.availablethisturn){e.setvar(~jackpot~|1); e.availablethisturn = false; e.unavailabledetails = [~Locked until you hit Jackpot~];}else{e.setvar(~jackpot~|0);}; ,,if (e.ready && self.roll_jackpot > 0 && e.getvar(~jackpot~) == 1) { e.setvar(~jackpot~[;]0); e.animate(~flashandshake~); e.availablethisturn = true;};,,,,,,
Superconductor_upgraded,Deal [sword]<triple> damage|(Unlocks on jackpot),1,attack(d*3); sfxdamage(target[;]d*3);,Plasma Gun,MAX5,,YELLOW,,,,none,0,NO,NO,excludefromrandomlists|robotonly|shockavoid,,,,if(e.availablethisturn){e.setvar(~jackpot~|1); e.availablethisturn = false; e.unavailabledetails = [~Locked until you hit Jackpot~];}else{e.setvar(~jackpot~|0);}; ,,if (e.ready && self.roll_jackpot > 0 && e.getvar(~jackpot~) == 1) { e.setvar(~jackpot~[;]0); e.animate(~flashandshake~); e.availablethisturn = true;};,,,,,,
Superconductor_downgraded,Deal [sword]<double> damage|(Unlocks on jackpot),1,attack(d*2); sfxdamage(target[;]d*2);,Plasma Gun,MAX4,,YELLOW,,,,none,0,NO,NO,excludefromrandomlists|robotonly|shockavoid,,,,if(e.availablethisturn){e.setvar(~jackpot~|1); e.availablethisturn = false; e.unavailabledetails = [~Locked until you hit Jackpot~];}else{e.setvar(~jackpot~|0);}; ,,if (e.ready && self.roll_jackpot > 0 && e.getvar(~jackpot~) == 1) { e.setvar(~jackpot~[;]0); e.animate(~flashandshake~); e.availablethisturn = true;};,,,,,,
Ravage,Drain [heart]1 health for|each rolled 6 you have,1,var amount = 0; for(mydice in self.dicepool){ if(mydice.available() && mydice.basevalue == 6){ amount+=1; }; }; drain(amount); sfx(~_drain~);,Blood Sip,COUNTDOWN,4,RED,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,
Ravage_upgraded,Drain [heart]1 health for|each even dice you have,1,var amount = 0; for(mydice in self.dicepool){ if(mydice.available() && mydice.basevalue % 2 == 0){ amount+=1; }; }; drain(amount); sfx(~_drain~);,Blood Sip,COUNTDOWN,4,RED,,,,,0,NO,NO,,,,,,,,,,,,,
Ravage_downgraded,Drain [heart]1 health for|every two 6s you have,1,var amount = 0; for(mydice in self.dicepool){ if(mydice.available() && mydice.basevalue == 6){ amount+=1; }; }; drain(amount/2); sfx(~_drain~);,Blood Sip,COUNTDOWN,4,RED,,,,,0,NO,NO,,,,,,,,,,,,,
Duplihate,Deal [sword]3 damage for each|duplicate dice you have,1,var founds = [0[;]0[;]0[;]0[;]0[;]0[;]0]; for(mydice in self.dicepool){ if(mydice.available()){ founds[mydice.basevalue]+=1; }; }; var total = 0; for(x in founds){ if(x > 1){ total+=x-1; }; }; attack(total*3); sfxdamage(target[;]total*3); sfx(~_magic~);,Ember,DOUBLES|DOUBLES,,RED,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,
Duplihate_upgraded,Deal [sword]3 damage for each|duplicate dice you have,1,var founds = [0[;]0[;]0[;]0[;]0[;]0[;]0]; for(mydice in self.dicepool){ if(mydice.available()){ founds[mydice.basevalue]+=1; }; }; var total = 0; for(x in founds){ if(x > 1){ total+=x-1; }; }; attack(total*3); sfxdamage(target[;]total*3); sfx(~_magic~);,Ember,NORMAL|NORMAL,,RED,,,,,0,NO,NO,,,,,,,,,,,,,
Duplihate_downgraded,Deal [sword]3 damage for each|duplicate dice you have,1,var founds = [0[;]0[;]0[;]0[;]0[;]0[;]0]; for(mydice in self.dicepool){ if(mydice.available()){ founds[mydice.basevalue]+=1; }; }; var total = 0; for(x in founds){ if(x > 1){ total+=x-1; }; }; attack(total*3); sfxdamage(target[;]total*3); sfx(~_magic~);,Ember,REQUIRE4|REQUIRE4,,RED,,,,,0,NO,NO,,,,,,,,,,,,,
Vampire Blade,Drain [heart]1 health|,1,drain(d); sfx(~_drain~);,Blood Sip,MIN4,,RED,change_power,change_power,,,-1,NO,NO,excludefromrandomlists,,,,,,,,,,,,self.maxhp-=1; if(self.hp > self.maxhp){ self.hp = self.maxhp; }; sfx(~_drain~);
Vampire Blade_upgraded,Drain [heart]1 health|,1,drain(d); sfx(~_drain~);,Blood Sip,MIN3,,RED,,,,,-1,NO,NO,excludefromrandomlists,,,,,,,,,,,,self.maxhp-=1; if(self.hp > self.maxhp){ self.hp = self.maxhp; }; sfx(~_drain~);
Vampire Blade_downgraded,Drain [heart]1 health|,1,drain(d); sfx(~_drain~);,Blood Sip,MIN5,,RED,,,,,-1,NO,NO,excludefromrandomlists,,,,,,,,,,,,self.maxhp-=1; if(self.hp > self.maxhp){ self.hp = self.maxhp; }; sfx(~_drain~);
Black Hole,Deal [sword]<d6> damage|(Start of turn: lose an item),2,attack(d); sfxdamage(target[;]d);,Plasma Gun,NORMAL|FREE4,,PURPLE,change_power,change_power,,none,0,NO,NO,excludefromrandomlists,,,,,var poss = []; for(eq in self.equipment){ if(eq.ready && eq.skillcard == ~~){ poss.push(eq); }; }; var r = rand(poss); roboterror(self[;][r]); e.animate(~flashandshake~); sfx(~_curse~);,,,,,,,
Black Hole_upgraded,Deal [sword]<d6> damage|(Start of turn: lose an item),2,attack(d); sfxdamage(target[;]d);,Plasma Gun,NORMAL|FREE6,,PURPLE,,,,none,0,NO,NO,excludefromrandomlists,,,,,var poss = []; for(eq in self.equipment){ if(eq.ready && eq.skillcard == ~~){ poss.push(eq); }; }; var r = rand(poss); roboterror(self[;][r]); e.animate(~flashandshake~); sfx(~_curse~);,,,,,,,
Black Hole_downgraded,Deal [sword]<d6> damage|(Start of turn: lose an item),2,attack(d); sfxdamage(target[;]d);,Plasma Gun,MAX3|FREE4,,PURPLE,,,,none,0,NO,NO,excludefromrandomlists,,,,,var poss = []; for(eq in self.equipment){ if(eq.ready && eq.skillcard == ~~){ poss.push(eq); }; }; var r = rand(poss); roboterror(self[;][r]); e.animate(~flashandshake~); sfx(~_curse~);,,,,,,,
Mirror Calling,You and your enemy get|+1 dice this fight,1,self.extradice++; target.extradice++; sfx(~magic_gaindice~);,Infinity Mirror,NORMAL,,PURPLE,change_power,change_power,,,0,YES,NO,,1,,,,,,,,,,,
Mirror Calling_upgraded,You and your enemy get|+2 dice this fight,1,self.extradice+=2; target.extradice+=2; sfx(~magic_gaindice~);,Infinity Mirror,NORMAL,,PURPLE,,,,,0,YES,NO,,,,,,,,,,,,,
Mirror Calling_downgraded,You and your enemy get|+1 dice this fight,1,self.extradice++; target.extradice++; sfx(~magic_gaindice~);,Infinity Mirror,REQUIRE6,,PURPLE,,,,,0,YES,NO,,,,,,,,,,,,,
Reaper,Your next attack heals you|for the damage dealt,1,inflictself(~reaper~|1); sfx(~_cure~);,Revitalize,REQUIRE4,,GREEN,change_power,change_power,,,0,YES,NO,,,,,,,,,,,,,
Reaper_upgraded,Your next attack heals you|for the damage dealt,1,inflictself(~reaper~|1); sfx(~_cure~);,Revitalize,EVEN,,GREEN,,,,,0,YES,NO,,,,,,,,,,,,,
Reaper_downgraded,Your next attack heals you|for the damage dealt,1,inflictself(~reaper~|1); sfx(~_cure~);,Revitalize,REQUIRE4|REQUIRE4,,GREEN,,,,none,0,YES,NO,,,,,,,,,,,,,
Imperishability,Your items are reuseable|during turn 5,1,,Efficiency,,,GREEN,change_power,change_power,,none,0,YES,NO,excludefromrandomlists,,,,e.changecolour(~GRAY~);,if(turn == 5){ inflictself(~recycle~); sfx(~_recycle~); e.animate(~flashandshake~); e.changecolour(~GREEN~); };,,,,,,,
Imperishability_upgraded,Your items are reusable|during and after turn 5,1,,Efficiency,,,GREEN,,,,none,0,YES,NO,excludefromrandomlists,,,,e.changecolour(~GRAY~);,if(turn >= 5){ inflictself(~recycle~); sfx(~_recycle~); e.animate(~flashandshake~); e.changecolour(~GREEN~); };,,,,,,,
Imperishability_downgraded,No effect,1,,Efficiency,,,GREEN,,,,none,0,YES,NO,excludefromrandomlists,,,,e.changecolour(~GRAY~);,,,,,,,,
Insult To Injury,If you dealt 40+ damage this|turn[;] take an extra turn|(current damage: <var:difference>),1,if(self.getvar(~targethealth~)-target.hp >= 40){ inflictself(EXTRATURN); sfx(~_magic~); }else{ self.textparticle(~No effect!~); };,Time Stop,NORMAL,,GREEN,change_power,change_power,,none,0,YES,NO,excludefromrandomlists,,,,self.setvar(~targethealth~[;]target.hp); e.changecolour(~GREEN~); self.setvar(~difference~[;]0);,,self.setvar(~difference~[;]self.getvar(~targethealth~)-target.hp); if(self.getvar(~difference~) >= 40){ e.changecolour(~YELLOW~); sfx(~_fury~); e.animate(~flashandshake~); };,,,,,,
Insult To Injury_upgraded,If you dealt 30+ damage this|turn[;] take an extra turn|(current damage: <var:difference>),1,if(self.getvar(~targethealth~)-target.hp >= 30){ inflictself(EXTRATURN); sfx(~_magic~); }else{ self.textparticle(~No effect!~); };,Time Stop,NORMAL,,GREEN,,,,none,0,YES,NO,excludefromrandomlists,,,,self.setvar(~targethealth~[;]target.hp); e.changecolour(~GREEN~); self.setvar(~difference~[;]0);,,self.setvar(~difference~[;]self.getvar(~targethealth~)-target.hp); if(self.getvar(~difference~) >= 30){ e.changecolour(~YELLOW~); sfx(~_fury~); e.animate(~flashandshake~); };,,,,,,
Insult To Injury_downgraded,If you dealt 60+ damage this|turn[;] take an extra turn|(current damage: <var:difference>),1,if(self.getvar(~targethealth~)-target.hp >= 60){ inflictself(EXTRATURN); sfx(~_magic~); }else{ self.textparticle(~No effect!~); };,Time Stop,NORMAL,,GREEN,,,,none,0,YES,NO,excludefromrandomlists,,,,self.setvar(~targethealth~[;]target.hp); e.changecolour(~GREEN~); self.setvar(~difference~[;]0);,,self.setvar(~difference~[;]self.getvar(~targethealth~)-target.hp); if(self.getvar(~difference~) >= 60){ e.changecolour(~YELLOW~); sfx(~_fury~); e.animate(~flashandshake~); };,,,,,,
Fairy In A Bottle,If you start your turn on [heart]1|health[;] restore [heal]15 health,1,attackself(-15); sfx(~_survive~);,Revitalize,,,GREEN,change_power,change_power,,none,0,YES,NO,excludefromrandomlists|cannotreuse,,,,,if(self.hp == 1){ e.doequipmentaction(self[;]target[;]0[;][][;]0[;]true); };,,,,,,,
Fairy In A Bottle_upgraded,If you start your turn on [heart]1|health[;] restore [heal]20 health,1,attackself(-20); sfx(~_survive~);,Revitalize,,,GREEN,,,,none,0,YES,NO,excludefromrandomlists|cannotreuse,,,,,if(self.hp == 1){ e.doequipmentaction(self[;]target[;]0[;][][;]0[;]true); };,,,,,,,
Fairy In A Bottle_downgraded,If you start your turn on [heart]1|health[;] restore [heal]10 health,1,attackself(-10); sfx(~_survive~);,Revitalize,,,GREEN,,,,none,0,YES,NO,excludefromrandomlists|cannotreuse,,,,,if(self.hp == 1){ e.doequipmentaction(self[;]target[;]0[;][][;]0[;]true); };,,,,,,,
Shielding Potion,Gain [shield]12 shield|[gray](once per battle),2,inflictself(SHIELD[;]12); sfx(~_shield~);,Coin Clippers,COUNTDOWN,8,ORANGE,change_power,change_power,,,0,YES,YES,,,,,,,,,,,,,
Shielding Potion_upgraded,Gain [shield]15 shield|[gray](once per battle),2,inflictself(SHIELD[;]15); sfx(~_shield~);,Coin Clippers,COUNTDOWN,8,ORANGE,,,,,0,YES,YES,,,,,,,,,,,,,
Shielding Potion_downgraded,Gain [shield]8 shield|[gray](once per battle),2,inflictself(SHIELD[;]8); sfx(~_shield~);,Coin Clippers,COUNTDOWN,8,ORANGE,,,,,0,YES,YES,,,,,,,,,,,,,
Brass Beast,Deal [sword]<d6> damage|Slot increases each turn|[gray](Reuseable),2,attack(d); sfxdamage(target[;]d);,Whelm,REQUIRE1,,ORANGE,change_power,change_power,,none,-1,NO,NO,excludefromrandomlists,,,,var slots = [null[;]~REQUIRE1~[;]~MAX2~[;]~MAX3~[;]~MAX4~[;]~MAX5~[;]~NORMAL~]; if(turn < 7){ e.changeslots([slots[turn]]); }else{ e.changeslots([~NORMAL~]); };,,,,,,,,
Brass Beast_upgraded,Deal [sword]<d6> damage|Slot increases each turn|[gray](Reuseable),2,attack(d); sfxdamage(target[;]d);,Whelm,REQUIRE1|FREE1,,ORANGE,,,,none,-1,NO,NO,excludefromrandomlists,,,,var slots = [null[;]~REQUIRE1~[;]~MAX2~[;]~MAX3~[;]~MAX4~[;]~MAX5~[;]~NORMAL~]; if(turn < 7){ e.changeslots([slots[turn][;]~FREE1~]); }else{ e.changeslots([~NORMAL~[;]~FREE1~]); };,,,,,,,,
Brass Beast_downgraded,Deal [sword]<d6> damage|Slot increases each turn,2,attack(d); sfxdamage(target[;]d);,Whelm,REQUIRE1,,ORANGE,,,,none,0,NO,NO,excludefromrandomlists,,,,var slots = [null[;]~REQUIRE1~[;]~MAX2~[;]~MAX3~[;]~MAX4~[;]~MAX5~[;]~NORMAL~]; if(turn < 7){ e.changeslots([slots[turn]]); }else{ e.changeslots([~NORMAL~]); };,,,,,,,,
Minigun,Deal [sword]<d6> damage|Gains +1 use each turn|[gray](Reuseable),2,attack(d); sfxdamage(target[;]d);,Whelm,MAX5,,RED,change_power,change_power,,none,1,NO,NO,,,,,e.usesleft = turn; e.updatereuseabledescription();,,,,,,,,
Minigun_upgraded,Deal [sword]<d6> damage|Gains +1 use each turn|[gray](Reuseable),2,attack(d); sfxdamage(target[;]d);,Whelm,MAX5,,RED,,,,none,2,NO,NO,,,,,e.usesleft = turn+1; e.updatereuseabledescription();,,,,,,,,
Minigun_downgraded,Deal [sword]<d6> damage,2,attack(d); sfxdamage(target[;]d);,Whelm,MAX4,,RED,,,,none,0,NO,NO,,,,,,,,,,,,,
Glowstick,Deal [sword]<d6> damage|Get an extra dice next turn,1,attack(d); sfxdamage(target[;]d); inflictself(~stash~+rand([1[;]2[;]3[;]4[;]5[;]6])); sfx(~magic_gaindice~);  inflictself(~lightstatus~);,Magic Lantern,EVEN,,YELLOW,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,inflictself(~stash~+rand([1[;]2[;]3[;]4[;]5[;]6])); sfx(~magic_gaindice~);  inflictself(~lightstatus~);
Glowstick_upgraded,Deal [sword]<d6> damage|Get an extra dice next turn,1,attack(d); sfxdamage(target[;]d); inflictself(~stash~+rand([1[;]2[;]3[;]4[;]5[;]6])); sfx(~magic_gaindice~); inflictself(~lightstatus~);,Magic Lantern,NORMAL,,YELLOW,,,,,0,NO,NO,,,,,,,,,,,,,inflictself(~stash~+rand([1[;]2[;]3[;]4[;]5[;]6])); sfx(~magic_gaindice~);  inflictself(~lightstatus~);
Glowstick_downgraded,Deal [sword]<d6> damage,1,attack(d); sfxdamage(target[;]d);,Magic Lantern,EVEN,,YELLOW,,,,none,0,NO,NO,,,,,,,,,,,,,
Dice Magnet,If enemy has more than 1|dice[;] steal a dice this fight|[gray](once per battle),1,if(target.dice + target.extradice + target.bonusdice > 1){ target.extradice-=1; givedice(); self.extradice+=1; sfx(~magic_gaindice~); };,Infinity Mirror,COUNTDOWN,20,YELLOW,change_power,change_power,,,0,NO,YES,,,,,,,,,,,,,
Dice Magnet_upgraded,If enemy has more than 1|dice[;] steal a dice this fight,1,if(target.dice + target.extradice + target.bonusdice > 1){ target.extradice-=1; givedice(); self.extradice+=1; sfx(~magic_gaindice~); };,Infinity Mirror,COUNTDOWN,20,YELLOW,,,,,0,NO,NO,,,,,,,,,,,,,
Dice Magnet_downgraded,If enemy has more than 1|dice[;] steal a dice this turn,1,if(target.dice + target.extradice + target.bonusdice > 1){ target.bonusdice-=1; givedice(); sfx(~magic_gaindice~); };,Infinity Mirror,COUNTDOWN,20,YELLOW,,,,,0,NO,NO,,,,,,,,,,,,,
Duoplicate,Duplicate both dice,2,var a = actualdice[0].basevalue; var b = actualdice[1].basevalue; givedice([a[;]a[;]b[;]b]);,Clone Device,MIN4|MIN4,,GREEN,change_power,change_power,,,0,YES,NO,,,,,,,,,,,,,
Duoplicate_upgraded,Duplicate both dice,2,var a = actualdice[0].basevalue; var b = actualdice[1].basevalue; givedice([a[;]a[;]b[;]b]);,Clone Device,NORMAL|NORMAL,,GREEN,,,,,0,YES,NO,,,,,,,,,,,,,
Duoplicate_downgraded,Duplicate a dice,2,givedice([d[;]d]);,Clone Device,MIN4,,GREEN,,,,,0,YES,NO,,,,,,,,,,,,,
Malediction,Inflict [curse] curse and [lock] lock,2,inflict(CURSE); sfx(~_curse~); inflict(LOCK); sfx(~_lock~[;]~~[;]0.2);,Dramatic Pause,COUNTDOWN,12,PURPLE,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,
Malediction_upgraded,Inflict [curse]2 curses|and [lock]1 lock,2,inflict(CURSE[;]2); sfx(~_curse~); inflict(LOCK); sfx(~_lock~[;]~~[;]0.2);,Dramatic Pause,COUNTDOWN,12,PURPLE,,,,,0,NO,NO,,,,,,,,,,,,,
Malediction_downgraded,Inflict [curse] curse,2,inflict(CURSE); sfx(~_curse~);,Dramatic Pause,COUNTDOWN,12,PURPLE,,,,,0,NO,NO,,,,,,,,,,,,,
One With Everything,Inflict lots of statuses:|[fire] [ice] [shock] [weaken] [poison] [blind] [curse],1,var t = 0; var stats = [FIRE[;]ICE[;]SHOCK[;]WEAKEN[;]POISON[;]BLIND[;]CURSE]; for(x in stats){ inflict(x); sfx(~_~ + x.toLowerCase()[;]~~[;]0.1*t); t+=1; };,Stardust,COUNTDOWN,16,PINK,change_power,change_power,,,0,NO,NO,excludefromrandomlists,,,,,,,,,,,,
One With Everything_upgraded,Inflict lots of statuses:|[fire] [ice] [shock] [weaken] [poison] [blind] [curse] [lock],1,var t = 0; var stats = [FIRE[;]ICE[;]SHOCK[;]WEAKEN[;]POISON[;]BLIND[;]CURSE[;]LOCK]; for(x in stats){ inflict(x); sfx(~_~ + x.toLowerCase()[;]~~[;]0.1*t); t+=1; };,Stardust,COUNTDOWN,16,PINK,,,,,0,NO,NO,excludefromrandomlists,,,,,,,,,,,,
